5.5877e-05,7.7408e-05,5183.7,1781,-28.427,0.57492,-0.5002,-0.38849,-0.29656,0.01372,-0.0083356,-0.0042353,-0.127,-0.067161,-0.061874,0.0044073,-0.0053592,1.0293,0.53435,0.41871,0.47613,0.28984,0.37434,0.35967,0.26843,0.27812,0.26679,0.25846,0.2439,0.2172,331
3.0438e-05,5.7815e-05,5003.9,1365.3,-31.392,0.63759,0.33812,-0.32416,0.11137,0.041877,0.12828,0.13475,0.0126,0.11689,-0.045299,0.044098,-0.042792,1.1753,0.82725,0.42093,0.36396,0.31659,0.2933,0.31629,0.32529,0.31797,0.28767,0.31657,0.25676,0.2454,254
3.7115e-05,8.8714e-06,10062,750.21,-31.302,-0.32058,0.26432,-0.028189,-0.1934,0.25217,-0.35399,0.26256,-0.20122,0.068856,0.029419,-0.1252,0.17279,0.72614,0.32952,0.30179,0.29917,0.24381,0.26721,0.26031,0.23772,0.23298,0.23168,0.21528,0.20138,0.20033,414
2.3497e-05,2.1411e-05,10867,1977.9,-34.281,-0.60503,0.19669,-0.14396,0.023996,-0.045028,0.10489,-0.10205,0.11138,-0.085962,-0.0092812,0.014498,0.0016104,1.473,0.54902,0.4621,0.34879,0.30535,0.26751,0.22872,0.22034,0.20928,0.19168,0.19631,0.19093,0.17002,59
2.4254e-05,2.1368e-05,2999.6,715.47,-30.586,0.60055,-2.005,-0.6609,-0.29676,-0.13028,0.029565,0.0083748,0.013496,0.18863,-0.013893,-0.011938,0.042727,0.90598,0.72628,0.46733,0.5084,0.37111,0.30323,0.3425,0.31818,0.31188,0.29344,0.26583,0.21656,0.19797,235
4.1087e-05,4.551e-05,1740,1357.1,-30.857,1.4997,0.63289,0.32527,0.16199,0.34456,0.14565,0.19792,0.15907,0.03356,0.13333,-0.032004,0.1059,1.0848,0.70943,0.37898,0.3009,0.33376,0.37032,0.35124,0.30133,0.28814,0.26521,0.24563,0.22607,0.21506,125
4.464e-05,6.8155e-05,10153,1792.4,-31.14,-0.36177,-0.0001955,0.25872,-0.35035,0.060044,-0.043733,-0.096303,0.060497,-0.038736,-0.041829,0.03358,-0.029314,1.1642,0.49225,0.30707,0.41342,0.35274,0.28848,0.26869,0.25261,0.23765,0.21816,0.22528,0.22179,0.20054,287
4.667e-05,4.2441e-05,3011.6,1791.6,-29.26,1.2265,0.11549,-0.024925,0.053857,0.15817,0.19365,0.054437,0.094909,0.05329,0.017309,0.077635,0.043884,0.64478,0.55958,0.33664,0.29895,0.28024,0.28219,0.32232,0.30694,0.2801,0.26846,0.26049,0.22838,0.20643,211
5.3083e-05,2.6044e-05,11662,1665,-30.934,-0.15418,-0.073567,0.042271,-0.12838,-0.084396,-0.18332,-0.031526,0.078344,0.013227,0.037771,0.010822,0.015673,0.95315,0.49587,0.2817,0.31255,0.32209,0.31482,0.27081,0.24229,0.24481,0.24859,0.21109,0.20165,0.19769,350
4.6724e-05,7.837e-05,8097.4,1419,-30.2,-0.72065,-0.27179,0.28964,-0.045005,0.026104,-0.036154,0.032256,-0.031363,-0.036061,0.047708,-0.030554,0.018652,0.96713,0.56642,0.30398,0.23784,0.30218,0.31408,0.26631,0.23451,0.22847,0.21092,0.19788,0.19184,0.17119,351
5.5218e-05,4.0143e-05,1232.7,1031.7,-27.386,1.0565,0.38689,0.17673,0.32797,0.027771,0.19064,-0.0017194,0.041873,0.067281,0.04245,-0.018065,0.030911,0.73687,0.5837,0.44669,0.41554,0.34048,0.29839,0.28488,0.24237,0.24104,0.24503,0.23321,0.22423,0.21961,123
6.3885e-05,3.9231e-05,2323.1,1188.3,-26.953,1.4832,-1.0293,-0.41982,0.10333,0.6417,-0.20988,-0.282,0.074941,0.19309,0.090622,-0.15781,-0.11075,1.0773,0.53976,0.46872,0.38812,0.3498,0.31895,0.29836,0.28496,0.26667,0.22623,0.24657,0.23558,0.21266,9
8.8756e-05,8.9238e-05,260.88,582.32,-32.025,2.8353,0.67336,0.64372,0.44495,0.3458,0.27865,0.18577,0.15643,0.10924,0.083294,0.062475,0.051136,3.8451,0.58985,0.43132,0.26096,0.25921,0.19109,0.20135,0.15457,0.1441,0.12576,0.1311,0.13227,0.11628,125
8.5428e-05,6.5279e-05,3060.2,2518.4,-32.035,0.71829,0.93742,0.060646,0.30772,0.16658,0.019558,0.24984,-0.1232,0.26663,-0.048849,0.13153,0.037706,10.968,0.90522,0.48178,0.32902,0.31801,0.28992,0.25898,0.22994,0.23856,0.22588,0.23549,0.21081,0.18369,195
6.6569e-06,1.4349e-05,5656.6,1608.2,-36.704,0.70653,0.5175,0.050858,0.11919,0.12915,0.018213,0.071026,0.005722,0.045849,0.0015378,0.03877,-0.0032466,0.98655,0.66201,0.40503,0.32239,0.28177,0.28447,0.27828,0.27042,0.26302,0.2486,0.22703,0.22251,0.21291,378
2.5832e-05,2.6617e-05,5641,1221.7,-34.643,-3.0415,1.5442,0.066332,-0.32529,0.28437,0.27846,-0.36727,0.37624,-0.039244,-0.077532,0.11813,0.074634,1.7265,0.79975,0.5425,0.38326,0.30459,0.29352,0.25202,0.25848,0.24817,0.19866,0.17823,0.1787,0.16666,127
0.00020189,0.00015516,1477.2,2917.6,-29.228,2.3829,0.40232,0.43425,0.23932,0.14161,0.19369,0.15239,0.077188,0.094371,0.088165,0.066286,0.03825,5.2842,0.84778,0.43871,0.35779,0.34978,0.30751,0.21285,0.19213,0.18716,0.17939,0.17224,0.16082,0.15403,256
1.5204e-05,2.8252e-05,10060,844.7,-32.481,-0.43467,0.15554,0.0433,-0.1012,0.030669,0.04407,-0.05705,0.0066198,0.021321,-0.022261,-0.0067145,0.012592,0.82735,0.38869,0.18181,0.17295,0.17561,0.13908,0.12483,0.11716,0.10971,0.11285,0.10665,0.10865,0.098252,14
2.8307e-05,8.2824e-05,6054.7,1589.2,-37.749,0.23633,-0.048728,0.44971,-0.051302,0.29248,-0.12288,-0.06572,-0.0098358,0.0077088,0.052179,0.078603,0.083695,3.2539,1.1183,0.41922,0.37989,0.46766,0.37605,0.37417,0.34523,0.30558,0.29389,0.27529,0.24592,0.23323,160
2.7828e-05,5.665e-05,2965.9,3947.7,-33.088,2.2033,1.0398,0.78638,0.48897,0.38422,0.18956,0.11745,0.05615,-0.064074,-0.068713,-0.1159,-0.11559,1.0025,0.50405,0.28434,0.26857,0.22134,0.21413,0.18755,0.18566,0.17644,0.18565,0.18002,0.17356,0.16559,321
7.8563e-05,0.00015149,10187,1999.4,-36.39,-0.41032,0.22418,-0.23357,0.13021,-0.24566,0.069446,-0.072456,0.11164,-0.06363,0.082407,-0.058523,0.022713,3.0551,0.73013,0.49714,0.36255,0.31116,0.25569,0.25401,0.2227,0.19779,0.1898,0.18529,0.1753,0.16789,251
6.3756e-05,5.2746e-05,5876.4,1542.1,-28.854,0.12093,0.10576,0.085969,0.079248,0.068104,0.34939,-0.061746,0.055358,-0.038875,0.036733,0.12167,0.067771,1.2592,0.79421,0.50877,0.3603,0.33053,0.33562,0.35473,0.3694,0.38346,0.34996,0.26814,0.2514,0.2285,384
2.5637e-05,5.0022e-05,4568.2,1157.6,-31.446,-0.46416,-0.20819,0.34388,-0.30273,0.10237,-0.2221,0.0097341,-0.13504,0.070401,0.009952,0.018347,-0.020743,1.2744,0.97906,0.49956,0.37856,0.40373,0.39145,0.34111,0.30905,0.3325,0.27894,0.26221,0.22889,0.20996,290
0.00012707,6.336e-05,2112.8,1863.6,-29.06,1.2238,1.1732,-0.056201,0.67083,0.010754,0.34635,0.090507,0.15622,0.13765,0.05302,0.12132,0.024536,1.5298,0.85006,0.54268,0.39839,0.33529,0.29436,0.28619,0.28831,0.2934,0.29112,0.28109,0.25184,0.23951,377
8.7782e-05,7.5443e-05,1694.1,1595.1,-29.127,1.5553,0.69978,0.2836,0.36297,0.10893,0.24115,0.016227,0.15952,0.0036357,0.12157,-0.0066104,0.098867,1.3047,0.57475,0.27108,0.21585,0.22988,0.22189,0.21236,0.20884,0.19621,0.20016,0.19581,0.1892,0.17299,199
0.00010023,2.4857e-05,10698,1469.5,-28.424,1.111,0.61934,0.46857,0.24896,0.22768,0.12835,0.17821,0.071451,0.054039,0.034097,0.043699,0.019355,0.79965,0.54332,0.34911,0.32396,0.26541,0.28724,0.31726,0.3009,0.2821,0.27015,0.2289,0.2131,0.20022,31
6.7127e-05,6.7721e-05,7909.7,2189.4,-30.696,-1.0893,0.38327,-0.19788,-0.090987,0.12036,-0.025243,0.021517,0.0065351,-0.0172,-0.062441,0.074522,-0.095047,1.3862,0.7971,0.4092,0.43551,0.48066,0.39932,0.33642,0.29334,0.29004,0.25003,0.22728,0.20267,0.19933,260
0.0001367,3.4619e-05,1407.8,281.23,-24.909,1.8144,-1.5978,0.34323,0.16226,0.16422,-0.3111,0.3688,0.10639,0.098587,0.018962,0.10406,0.16221,0.39214,0.39948,0.37833,0.31025,0.29515,0.27873,0.26547,0.27105,0.2477,0.23743,0.23587,0.22622,0.20552,119
7.7177e-05,6.9624e-05,7955,704.86,-30.449,-1.1872,0.73512,-0.2462,-0.13765,0.28267,-0.22069,0.038765,0.11167,-0.16999,0.10804,-0.011675,-0.067699,1.2771,0.55721,0.35408,0.23452,0.21907,0.23813,0.21249,0.17047,0.15245,0.14393,0.12948,0.12594,0.12799,248
0.00017745,0.00016063,3268,699.81,-26.029,0.81597,-0.53599,0.45489,-0.5029,0.089546,-0.026225,-0.25851,0.1647,0.061089,-0.1944,0.040602,-0.10729,1.1057,0.75756,0.46362,0.58397,0.39,0.32657,0.33945,0.3658,0.33544,0.27713,0.29357,0.26822,0.22337,18
4.247e-05,7.0998e-05,8012.3,910.4,-31.187,-0.42774,0.17246,0.030221,-0.01828,0.076244,-0.095523,-0.0060775,-0.00385,-0.080149,0.050335,-0.046456,0.08084,0.92227,0.36405,0.33258,0.33082,0.29469,0.30301,0.29937,0.26411,0.26176,0.23542,0.24215,0.23797,0.21255,294
5.2963e-05,6.5987e-05,7630.3,1239.1,-30.325,-0.26199,0.25824,-0.21761,0.067943,-0.13991,0.0071561,-0.11435,-0.022173,-0.03045,-0.016703,0.022815,-0.018422,0.98987,0.57834,0.50645,0.41039,0.34854,0.31045,0.30459,0.26995,0.26481,0.24693,0.23758,0.23842,0.2247,420
5.7702e-05,2.8328e-05,6656.2,1698.7,-28.892,-0.24558,0.58092,0.21029,0.10678,0.18085,0.06858,0.15187,-0.015783,0.17023,-0.039198,0.10402,0.023242,0.74566,0.52122,0.36222,0.31313,0.2609,0.27353,0.26415,0.26036,0.24862,0.23044,0.22826,0.21949,0.20576,139
9.1955e-06,1.7771e-05,7894,1258.1,-33.486,-0.54795,0.11464,0.026259,-0.10234,-0.0014919,0.073661,-0.12591,0.040045,0.012745,-0.094219,0.072962,-0.0072966,0.7132,0.46398,0.2818,0.3158,0.28945,0.2587,0.30789,0.32496,0.26759,0.23538,0.2429,0.23308,0.20453,269
